brand,model,car_name,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,brand_group,car_age,price_per_hp,price_per_liter,age_bucket,price_bucket
abarth,500,Abarth 500,40000.0,2015,3,135.0,0,petrol,1.4,1,1,0,1,0,0,Other,10,296.2962962962963,28571.428571428572,7-10,0-50k
cupra,leon,Cupra Leon,165000.0,2024,1,150.0,0,hybrid,1.4,0,1,0,0,0,0,Other,1,1100.0,117857.14285714287,0-3,100-200k
citroën,c3,Citroen C3,70300.0,2021,2,110.0,0,petrol,1.2,1,1,1,0,0,0,Other,4,639.0909090909091,58583.333333333336,4-6,50-100k
mazda,5,Mazda 5,21000.0,2009,4,145.0,0,petrol,2.0,1,0,0,0,0,0,Other,16,144.82758620689654,10500.0,15+,0-50k
hyundai,sonata hybrid,Hyundai Sonata Hybrid,70500.0,2016,2,154.0,0,hybrid,2.0,0,1,0,0,1,1,Budget,9,457.7922077922078,35250.0,7-10,50-100k
skoda,aniac,Skoda Aniac,230000.0,2023,1,204.0,0,electric,,0,0,0,0,0,0,Budget,2,1127.450980392157,,0-3,200-400k
skoda,superb,Skoda Superb (until 2019),140000.0,2019,2,272.0,1,petrol,2.0,0,1,1,0,1,1,Budget,6,514.7058823529412,70000.0,4-6,100-200k
hyundai,ioniq,Hyundai Ioniq,99000.0,2020,2,141.0,0,hybrid,1.6,0,1,1,0,0,0,Budget,5,702.1276595744681,61875.0,4-6,50-100k
mazda,5,Mazda 5,20500.0,2010,3,145.0,0,petrol,2.0,1,1,0,0,0,0,Other,15,141.3793103448276,10250.0,11-15,0-50k
renault,fluence,Renault Fluence,10000.0,2015,2,110.0,0,diesel,1.5,1,1,0,1,0,0,Budget,10,90.9090909090909,6666.666666666667,7-10,0-50k
hyundai,i35,Hyundai i35,37500.0,2015,4,132.0,0,petrol,1.6,1,0,0,0,0,0,Budget,10,284.09090909090907,23437.5,7-10,0-50k
toyota,corolla hybrid,Toyota Corolla Hybrid,93900.0,2019,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,Budget,6,958.1632653061224,52166.666666666664,4-6,50-100k
kia,picanto,Kia Picanto,33500.0,2016,2,85.0,0,petrol,1.2,1,1,1,0,0,0,Budget,9,394.11764705882354,27916.666666666668,7-10,0-50k
chevrolet,equinox,Chevrolet Equinox,106432.0,2021,1,170.0,0,electric,1.5,0,0,0,0,0,0,Budget,4,626.0705882352942,70954.66666666667,4-6,100-200k
bmw,7 series,BMW 7 Series,165000.0,2016,2,449.0,0,petrol,4.4,1,1,0,0,1,1,Luxury,9,367.48329621380844,37500.0,7-10,100-200k
peugeot,3008,Peugeot 3008,57000.0,2017,2,165.0,0,petrol,1.6,0,1,1,1,0,0,Other,8,345.45454545454544,35625.0,7-10,50-100k
toyota,land cruiser,Toyota Land Cruiser short,110000.0,2008,4,173.0,1,diesel,3.0,1,0,0,0,0,0,Budget,17,635.8381502890173,36666.666666666664,15+,100-200k
hyundai,elantra,Hyundai Elantra (2016 onwards),124992.0,2022,1,139.0,0,hybrid,1.6,0,0,1,1,0,0,Budget,3,899.2230215827338,78120.0,0-3,100-200k
mitsubishi,outlander,Mitsubishi Outlander,59900.0,2015,3,150.0,0,petrol,2.0,1,1,0,0,0,0,Other,10,399.3333333333333,29950.0,7-10,50-100k
seat,ateca,Seat Atka,85900.0,2020,1,150.0,0,petrol,1.5,0,1,1,0,1,1,Budget,5,572.6666666666666,57266.666666666664,4-6,50-100k
kia,niro ev,Kia Niro EV,118000.0,2022,2,204.0,0,electric,,0,1,1,0,1,1,Budget,3,578.4313725490196,,0-3,100-200k
toyota,corolla hybrid,Toyota Corolla Hybrid,102920.0,2020,1,98.0,0,petrol,1.8,0,1,0,0,1,1,Budget,5,1050.204081632653,57177.777777777774,4-6,100-200k
honda,civic,The new Honda Civic hatchback,87900.0,2019,2,182.0,0,petrol,1.5,0,1,1,0,1,1,Budget,6,482.967032967033,58600.0,4-6,50-100k
skoda,octavia,Skoda Octavia,81900.0,2020,1,150.0,0,petrol,1.5,0,0,0,0,0,0,Budget,5,546.0,54600.0,4-6,50-100k
skoda,scala,Skoda Scala,66000.0,2020,1,115.0,0,petrol,1.0,1,0,0,0,0,0,Budget,5,573.9130434782609,66000.0,4-6,50-100k
toyota,corolla hybrid,Toyota Corolla Hybrid,97900.0,2020,1,98.0,0,hybrid,1.8,1,1,0,0,0,0,Budget,5,998.9795918367347,54388.88888888889,4-6,50-100k
mini,countryman,Mini Countryman,130000.0,2019,2,136.0,1,hybrid,1.5,0,1,0,0,1,1,Other,6,955.8823529411765,86666.66666666667,4-6,100-200k
fiat,500,Fiat 500,9000.0,2021,0,118.0,0,electric,,0,1,0,1,0,0,Budget,4,76.27118644067797,,4-6,0-50k
toyota,corolla hybrid,Toyota Corolla Hybrid,114900.0,2020,1,98.0,0,petrol,1.8,1,1,0,1,0,0,Budget,5,1172.4489795918366,63833.33333333333,4-6,100-200k
chevrolet,equinox,Chevrolet Equinox,97500.0,2020,1,170.0,0,electric,1.5,1,1,1,0,0,0,Budget,5,573.5294117647059,65000.0,4-6,50-100k
hyundai,sonata hybrid,Hyundai Sonata Hybrid,76000.0,2016,1,154.0,0,hybrid,2.0,0,1,1,0,0,0,Budget,9,493.5064935064935,38000.0,7-10,50-100k
citroen,c4,Citroen C4 Speedorer,61500.0,2020,2,130.0,0,petrol,1.2,0,1,1,0,1,1,Other,5,473.0769230769231,51250.0,4-6,50-100k
hyundai,i10,Hyundai i10,47000.0,2019,3,87.0,0,petrol,1.2,1,0,1,0,0,0,Budget,6,540.2298850574713,39166.66666666667,4-6,0-50k
bmw,x1,BMW X1,72000.0,2015,4,184.0,0,petrol,2.0,1,1,0,0,0,0,Luxury,10,391.30434782608694,36000.0,7-10,50-100k
bmw,x3,BMW X3,77000.0,2014,2,184.0,1,petrol,2.0,0,1,0,0,0,0,Luxury,11,418.4782608695652,38500.0,11-15,50-100k
mercedes-benz,e-class,Mercedes E-Class,27625.0,2010,6,136.0,0,diesel,2.1,1,1,0,0,0,0,Luxury,15,203.125,13154.761904761905,11-15,0-50k
skoda,kodiaq,Skoda Kodiaq,125000.0,2019,1,150.0,0,petrol,1.5,0,0,1,0,1,1,Budget,6,833.3333333333334,83333.33333333333,4-6,100-200k
volkswagen,transporter,Volkswagen commercial/passenger transporter,75000.0,2017,2,84.0,0,diesel,2.0,1,0,1,1,0,0,Other,8,892.8571428571429,37500.0,7-10,50-100k
fiat,500x,Fiat 500X,40500.0,2016,2,140.0,0,petrol,1.4,0,1,1,1,0,0,Budget,9,289.2857142857143,28928.57142857143,7-10,0-50k
fiat,500,Fiat 500,1600.0,2014,1,69.0,0,petrol,1.2,1,0,0,1,0,0,Budget,11,23.18840579710145,1333.3333333333335,11-15,0-50k
opel,mocha,Opal Mocha,49142.0,2017,2,140.0,0,petrol,1.4,0,1,1,1,0,0,Other,8,351.01428571428573,35101.42857142857,7-10,0-50k
toyota,auris hybrid,Toyota Auris Hybrid,51000.0,2015,2,99.0,0,hybrid,1.8,0,1,1,0,0,0,Budget,10,515.1515151515151,28333.333333333332,7-10,50-100k
hyundai,i10,Hyundai i10,18500.0,2013,4,69.0,0,petrol,1.1,1,0,0,0,0,0,Budget,12,268.1159420289855,16818.181818181816,11-15,0-50k
kia,seltos,Kia Seltos,119000.0,2022,1,149.0,0,petrol,2.0,1,1,1,0,0,0,Budget,3,798.6577181208054,59500.0,0-3,100-200k
audi,a3,Audi A3,119000.0,2019,2,204.0,0,hybrid,1.4,1,0,0,0,0,0,Luxury,6,583.3333333333334,85000.0,4-6,100-200k
kia,sportage,Kia Sportage,74000.0,2019,2,132.0,0,petrol,1.6,1,1,1,0,0,0,Budget,6,560.6060606060606,46250.0,4-6,50-100k
seat,ateca,Seat Atka,95899.0,2021,1,150.0,0,petrol,1.5,0,1,1,0,1,1,Budget,4,639.3266666666667,63932.666666666664,4-6,50-100k
opel,corsa,Opel Corsa,97900.0,2024,1,100.0,0,petrol,1.2,0,1,1,1,0,0,Other,1,979.0,81583.33333333334,0-3,50-100k
hyundai,i25,Hyundai i25,31000.0,2012,3,124.0,0,petrol,1.6,1,0,0,0,0,0,Budget,13,250.0,19375.0,11-15,0-50k
citroën,c3,Citroen C3,73000.0,2021,1,110.0,0,petrol,1.2,1,1,0,0,0,0,Other,4,663.6363636363636,60833.333333333336,4-6,50-100k
kia,sorento,Kia Sorento,5910.0,2021,1,180.0,0,petrol,2.5,0,0,1,0,1,1,Budget,4,32.833333333333336,2364.0,4-6,0-50k
chevrolet,equinox,Chevrolet Equinox,95000.0,2019,1,170.0,0,electric,1.5,1,1,1,0,0,0,Budget,6,558.8235294117648,63333.333333333336,4-6,50-100k
peugeot,3008,Peugeot 3008,67500.0,2020,1,130.0,0,petrol,1.2,0,1,1,1,0,0,Other,5,519.2307692307693,56250.0,4-6,50-100k
alfa romeo,stelvio,Alfa Romeo Stelvio,199900.0,2019,2,280.0,1,petrol,2.0,1,1,1,0,0,0,Other,6,713.9285714285714,99950.0,4-6,100-200k
kia,picanto,Kia Picanto,31500.0,2013,2,85.0,0,petrol,1.2,0,1,0,0,0,0,Budget,12,370.5882352941176,26250.0,11-15,0-50k
nissan,qashqai,Nissan Qashqai,115092.0,2019,1,160.0,0,petrol,1.3,0,0,1,0,1,1,Budget,6,719.325,88532.30769230769,4-6,100-200k
skoda,octavia,Skoda Octavia,52900.0,2018,2,115.0,0,petrol,1.0,1,0,1,1,0,0,Budget,7,460.0,52900.0,7-10,50-100k
skoda,octavia,Skoda Octavia,135900.0,2022,1,150.0,0,petrol,1.5,1,0,0,0,0,0,Budget,3,906.0,90600.0,0-3,100-200k
suzuki,sx4,Suzuki SX4 crossover,108400.0,2022,1,129.0,0,hybrid,1.4,0,1,1,0,1,1,Budget,3,840.3100775193799,77428.57142857143,0-3,100-200k
mercedes-benz,sprinter,Mercedes Sprinter commercial,214000.0,2023,0,190.0,0,diesel,5.2,0,0,0,0,0,0,Luxury,2,1126.3157894736842,41153.84615384615,0-3,200-400k
citroen,c4,Citroen C4 Speedorer,59900.0,2020,1,130.0,0,petrol,1.2,0,1,1,0,1,1,Other,5,460.7692307692308,49916.66666666667,4-6,50-100k
jeep,compass,Jeep Compass,16000.0,2022,1,240.0,1,hybrid,1.4,0,1,0,0,1,1,Other,3,66.66666666666667,11428.57142857143,0-3,0-50k
nissan,x-trail,Nissan X-Trail,75000.0,2018,1,130.0,0,diesel,1.6,0,1,1,1,0,0,Budget,7,576.9230769230769,46875.0,7-10,50-100k
suzuki,vitara,Suzuki Vitra,60000.0,2016,2,120.0,0,petrol,1.6,0,1,1,1,0,0,Budget,9,500.0,37500.0,7-10,50-100k
jeep,grand cherokee,Jeep / Jeep Grand Cherokee,70000.0,2012,2,282.0,1,petrol,3.6,1,1,0,0,0,0,Other,13,248.22695035460993,19444.444444444445,11-15,50-100k
nissan,qashqai,Nissan Qashqai,48000.0,2015,2,115.0,0,petrol,1.2,0,1,1,1,0,0,Budget,10,417.39130434782606,40000.0,7-10,0-50k
skoda,octavia,Skoda Octavia,46000.0,2016,1,110.0,0,petrol,1.2,1,0,0,0,0,0,Budget,9,418.1818181818182,38333.333333333336,7-10,0-50k
bmw,3 series,BMW 3 Series,218000.0,2021,3,184.0,0,hybrid,2.0,0,0,1,1,0,0,Luxury,4,1184.7826086956522,109000.0,4-6,200-400k
peugeot,5008,Peugeot 5008,185000.0,2023,1,130.0,0,petrol,1.2,0,1,1,0,1,1,Other,2,1423.076923076923,154166.6666666667,0-3,100-200k
ford,edge,Ford Edge / EDGE,1500.0,2011,1,285.0,1,petrol,3.5,1,1,0,0,0,0,Other,14,5.2631578947368425,428.57142857142856,11-15,0-50k
tesla,model 3,Tesla Model 3,170000.0,2021,2,498.0,1,electric,,0,1,0,1,1,1,Luxury,4,341.36546184738955,,4-6,100-200k
porsche,cayenne,Porsche Cayenne,92000.0,2010,3,240.0,1,diesel,3.0,1,1,0,0,0,0,Luxury,15,383.3333333333333,30666.666666666668,11-15,50-100k
mercedes-benz,a-class,Mercedes A-Class,229000.0,2022,1,160.0,0,hybrid,1.3,1,0,1,0,0,0,Luxury,3,1431.25,176153.84615384616,0-3,200-400k
peugeot,2008,Peugeot 2008,34800.0,2017,2,110.0,0,petrol,1.2,1,1,0,1,0,0,Other,8,316.3636363636364,29000.0,7-10,0-50k
peugeot,301,Peugeot 301,13625.0,2014,2,115.0,0,petrol,1.6,1,0,0,0,0,0,Other,11,118.47826086956522,8515.625,11-15,0-50k
audi,q3,Audi Q3,80000.0,2015,1,180.0,1,petrol,2.0,0,1,0,1,0,0,Luxury,10,444.44444444444446,40000.0,7-10,50-100k
chevrolet,traverse,Chevrolet Traverse,2000.0,2012,3,281.0,1,electric,3.6,1,1,0,0,0,0,Budget,13,7.117437722419929,555.5555555555555,11-15,0-50k
land rover,discovery 4,Land Rover Discovery 4,129000.0,2012,1,255.0,1,diesel,3.0,1,1,0,0,0,0,Luxury,13,505.88235294117646,43000.0,11-15,100-200k
kia,sportage,Kia Sportage,40000.0,2011,3,163.0,0,petrol,2.0,1,1,1,0,0,0,Budget,14,245.39877300613497,20000.0,11-15,0-50k
citroen,c4,Citroen C4 Speedorer,76000.0,2020,1,130.0,0,petrol,1.2,0,1,1,0,1,1,Other,5,584.6153846153846,63333.333333333336,4-6,50-100k
mitsubishi,attrage,Mitsubishi Atrage,25000.0,2016,2,80.0,0,petrol,1.2,0,1,0,0,0,0,Other,9,312.5,20833.333333333336,7-10,0-50k
volkswagen,golf,Volkswagen Golf,49900.0,2016,2,125.0,0,petrol,1.4,0,1,1,1,0,0,Other,9,399.2,35642.857142857145,7-10,0-50k
skoda,octavia,Skoda Octavia,4000.0,2021,1,110.0,0,petrol,1.0,1,0,0,0,0,0,Budget,4,36.36363636363637,4000.0,4-6,0-50k
skoda,octavia,Skoda Octavia,72000.0,2019,1,115.0,0,petrol,1.0,0,1,0,1,1,1,Budget,6,626.0869565217391,72000.0,4-6,50-100k
tesla,model 3,Tesla Model 3,219000.0,2022,1,513.0,1,electric,,1,0,0,0,0,0,Luxury,3,426.90058479532166,,0-3,200-400k
gmc,yukon denali,GMC / GMC Yukon Denali,8000.0,2015,2,420.0,1,petrol,6.2,1,0,0,0,0,0,Other,10,19.047619047619047,1290.3225806451612,7-10,0-50k
skoda,kodiaq,Skoda Kodiaq,83500.0,2017,1,150.0,0,petrol,1.4,1,0,0,0,0,0,Budget,8,556.6666666666666,59642.857142857145,7-10,50-100k
jeep,grand cherokee,Jeep / Jeep Grand Cherokee,225000.0,2021,1,286.0,1,petrol,3.6,1,0,0,0,0,0,Other,4,786.7132867132867,62500.0,4-6,200-400k
chevrolet,equinox,Chevrolet Equinox,90000.0,2020,1,170.0,0,electric,1.5,1,1,1,0,0,0,Budget,5,529.4117647058823,60000.0,4-6,50-100k
mitsubishi,outlander phev,Mitsubishi Outlander PHEV,126000.0,2019,1,135.0,1,hybrid,2.4,0,0,1,1,0,0,Other,6,933.3333333333334,52500.0,4-6,100-200k
volkswagen,transporter,Volkswagen commercial/passenger transporter,28000.0,2005,2,130.0,0,diesel,2.5,0,0,0,0,0,0,Other,20,215.3846153846154,11200.0,15+,0-50k
cupra,formentor,Copra formentor,190000.0,2021,1,310.0,1,petrol,2.0,1,0,0,0,0,0,Other,4,612.9032258064516,95000.0,4-6,100-200k
nissan,x-trail,Nissan X-Trail,119989.0,2021,1,160.0,0,petrol,1.3,1,1,1,0,0,0,Budget,4,749.93125,92299.23076923077,4-6,100-200k
skoda,kodiaq,Skoda Kodiaq,135000.0,2019,2,190.0,1,diesel,2.0,1,0,0,0,0,0,Budget,6,710.5263157894736,67500.0,4-6,100-200k
audi,q3,Audi Q3,85000.0,2016,3,150.0,0,petrol,1.4,1,1,0,1,0,0,Luxury,9,566.6666666666666,60714.28571428572,7-10,50-100k
bmw,1 series,BMW 1 Series,175000.0,2017,2,340.0,0,petrol,3.0,1,1,1,0,0,0,Luxury,8,514.7058823529412,58333.333333333336,7-10,100-200k
saic,zs,If. G. / MG ZS,84000.0,2021,1,143.0,0,electric,,0,1,0,1,0,0,Other,4,587.4125874125874,,4-6,50-100k
alfa romeo,giulietta,Alfa Romeo Giulietta,60000.0,2014,3,240.0,0,petrol,1.7,1,1,0,0,0,0,Other,11,250.0,35294.117647058825,11-15,50-100k
mazda,3,Mazda 3,84900.0,2020,1,165.0,0,petrol,2.0,0,1,1,0,1,1,Other,5,514.5454545454545,42450.0,4-6,50-100k
chevrolet,silverado 2500,Chevrolet Silverado 2500,99900.0,2018,1,445.0,1,diesel,6.6,1,0,0,0,0,0,Budget,7,224.4943820224719,15136.363636363638,7-10,50-100k
suzuki,jimny,Suzuki Jimny,29999.0,2008,4,85.0,1,petrol,1.3,1,1,0,0,0,0,Budget,17,352.9294117647059,23076.153846153844,15+,0-50k
seat,ateca,Seat Atka,91000.0,2020,1,150.0,0,petrol,1.5,0,1,1,0,1,1,Budget,5,606.6666666666666,60666.666666666664,4-6,50-100k
toyota,corolla,Toyota Corolla,116900.0,2022,1,125.0,0,petrol,1.5,1,1,1,0,0,0,Budget,3,935.2,77933.33333333333,0-3,100-200k
chevrolet,malibu,Chevrolet Malibu,84900.0,2019,2,163.0,0,electric,1.5,0,1,1,0,0,0,Budget,6,520.8588957055215,56600.0,4-6,50-100k
skoda,octavia,Skoda Octavia,55000.0,2018,2,115.0,0,petrol,1.0,1,0,1,1,0,0,Budget,7,478.2608695652174,55000.0,7-10,50-100k
mazda,2,Mazda 2,81900.0,2021,1,116.0,0,petrol,1.5,0,1,1,0,0,0,Other,4,706.0344827586207,54600.0,4-6,50-100k
land rover,range rover evoque,Land Rover Range Rover Evoque,235000.0,2021,2,160.0,0,electric,1.5,0,1,1,0,0,0,Luxury,4,1468.75,156666.66666666666,4-6,200-400k
toyota,corolla hybrid,Toyota Corolla Hybrid,105664.0,2020,1,98.0,0,petrol,1.8,0,0,1,0,1,1,Budget,5,1078.204081632653,58702.22222222222,4-6,100-200k
opel,astra,Opel Astra,2000.0,2015,3,140.0,0,petrol,1.4,1,0,1,0,0,0,Other,10,14.285714285714286,1428.5714285714287,7-10,0-50k
citroën,berlingo,Citroen Berlingo 2nd generation (2008-2019),52000.0,2019,2,75.0,0,diesel,1.6,1,0,1,1,0,0,Other,6,693.3333333333334,32500.0,4-6,50-100k
subaru,forester,Subaru Forester,139000.0,2019,2,182.0,1,petrol,2.5,0,1,1,0,1,1,Other,6,763.7362637362637,55600.0,4-6,100-200k
peugeot,5008,Peugeot 5008,80000.0,2019,3,165.0,0,petrol,1.6,0,1,1,1,0,0,Other,6,484.8484848484849,50000.0,4-6,50-100k
byd,atto 3,BYD ATTO 3,135000.0,2022,2,204.0,0,electric,,0,1,0,1,1,1,Other,3,661.7647058823529,,0-3,100-200k
toyota,land cruiser,Toyota Land Cruiser long,158000.0,2011,2,173.0,1,diesel,3.0,1,1,0,0,0,0,Budget,14,913.2947976878613,52666.666666666664,11-15,100-200k
mercedes-benz,vito,Mercedes Vito,59000.0,2012,3,136.0,0,diesel,2.1,1,0,0,0,0,0,Luxury,13,433.8235294117647,28095.238095238095,11-15,50-100k
opel,astra,Opel Astra,21000.0,2016,3,140.0,0,petrol,1.4,1,0,1,0,0,0,Other,9,150.0,15000.000000000002,7-10,0-50k
ford,explorer,Ford Explorer,88550.0,2013,3,290.0,1,petrol,3.5,1,1,0,0,1,1,Other,12,305.3448275862069,25300.0,11-15,50-100k
isuzu,unknown,Isuzu iPhone 2X4,16000.0,2003,2,109.0,0,diesel,3.1,1,0,0,0,0,0,Other,22,146.78899082568807,5161.290322580645,15+,0-50k
audi,q5,Audi Q5,55000.0,2009,2,211.0,1,petrol,2.0,0,1,0,0,0,0,Luxury,16,260.66350710900474,27500.0,15+,50-100k
mitsubishi,outlander,Mitsubishi Outlander,86000.0,2016,1,150.0,0,petrol,2.0,1,1,0,0,0,0,Other,9,573.3333333333334,43000.0,7-10,50-100k
subaru,crosstrek,Subaru XV,63000.0,2018,2,114.0,1,petrol,1.6,0,1,1,1,0,0,Other,7,552.6315789473684,39375.0,7-10,50-100k
ford,edge,Ford Edge / EDGE,45000.0,2014,1,240.0,0,petrol,2.0,1,1,0,0,0,0,Other,11,187.5,22500.0,11-15,0-50k
chevrolet,spark,Chevrolet Spark,45000.0,2017,2,98.0,0,electric,1.4,1,0,1,0,0,0,Budget,8,459.18367346938777,32142.857142857145,7-10,0-50k
suzuki,alto,Suzuki Alto,13000.0,2015,2,67.0,0,petrol,1.0,1,0,0,1,0,0,Budget,10,194.02985074626866,13000.0,7-10,0-50k
subaru,forester,Subaru Forester,25000.0,2009,2,150.0,1,petrol,2.0,1,1,0,0,0,0,Other,16,166.66666666666666,12500.0,15+,0-50k
audi,q5,Audi Q5,68000.0,2014,2,225.0,1,petrol,2.0,1,1,0,0,0,0,Luxury,11,302.22222222222223,34000.0,11-15,50-100k
fiat,500,Fiat 500,3000.0,2021,2,118.0,0,electric,,0,1,0,1,0,0,Budget,4,25.423728813559322,,4-6,0-50k
alfa romeo,stelvio,Alfa Romeo Stelvio,207900.0,2021,2,280.0,1,petrol,2.0,0,1,1,0,1,1,Other,4,742.5,103950.0,4-6,200-400k
kia,niro hybrid,Kia Niro Hybrid,116000.0,2020,1,141.0,0,hybrid,1.6,0,1,1,0,0,0,Budget,5,822.6950354609929,72500.0,4-6,100-200k
toyota,corolla hybrid,Toyota Corolla Hybrid,109900.0,2021,1,98.0,0,hybrid,1.8,0,1,1,0,0,0,Budget,4,1121.4285714285713,61055.555555555555,4-6,100-200k
mitsubishi,attrage,Mitsubishi Atrage,26500.0,2016,1,80.0,0,petrol,1.2,0,1,0,0,0,0,Other,9,331.25,22083.333333333336,7-10,0-50k
nissan,sentra,Nissan Sentra,72980.0,2020,1,149.0,0,petrol,2.0,0,0,1,0,1,1,Budget,5,489.7986577181208,36490.0,4-6,50-100k
toyota,corolla hybrid,Toyota Corolla Hybrid,107000.0,2019,0,98.0,0,hybrid,1.8,0,1,1,0,0,0,Budget,6,1091.8367346938776,59444.444444444445,4-6,100-200k
nissan,qashqai,Nissan Qashqai,86192.0,2018,1,115.0,0,petrol,1.2,0,1,1,1,0,0,Budget,7,749.4956521739131,71826.66666666667,7-10,50-100k
peugeot,2008,Peugeot 2008,51950.0,2019,2,110.0,0,petrol,1.2,0,0,1,0,0,0,Other,6,472.27272727272725,43291.66666666667,4-6,50-100k
toyota,corolla hybrid,Toyota Corolla Hybrid,95700.0,2019,2,98.0,0,hybrid,1.8,0,1,1,0,0,0,Budget,6,976.530612244898,53166.666666666664,4-6,50-100k
jeep,compass,Jeep Compass,37000.0,2012,3,154.0,0,petrol,2.0,1,1,0,0,0,0,Other,13,240.25974025974025,18500.0,11-15,0-50k
toyota,corolla hybrid,Toyota Corolla Hybrid,96300.0,2019,2,98.0,0,hybrid,1.8,0,1,1,0,0,0,Budget,6,982.6530612244898,53500.0,4-6,50-100k
volvo,xc90,Volvo XC90,160000.0,2017,1,407.0,1,hybrid,2.0,1,0,1,0,0,0,Other,8,393.12039312039315,80000.0,7-10,100-200k
renault,koleos,Renault Koleos,115000.0,2021,2,150.0,0,diesel,1.7,0,1,1,0,1,1,Budget,4,766.6666666666666,67647.05882352941,4-6,100-200k
bmw,x5,BMW X5,69000.0,2008,3,355.0,1,petrol,4.8,1,1,0,0,0,0,Luxury,17,194.3661971830986,14375.0,15+,50-100k
kia,sportage,Kia Sportage,73000.0,2020,1,136.0,0,diesel,1.6,0,1,1,0,0,0,Budget,5,536.7647058823529,45625.0,4-6,50-100k
nissan,qashqai,Nissan Qashqai,79000.0,2019,2,159.0,0,petrol,1.3,0,1,1,1,0,0,Budget,6,496.8553459119497,60769.230769230766,4-6,50-100k
suzuki,jimny,Suzuki Jimny,65000.0,2015,3,85.0,1,petrol,1.3,1,0,0,0,0,0,Budget,10,764.7058823529412,50000.0,7-10,50-100k
hyundai,sonata,Hyundai Sonata,138000.0,2021,1,180.0,0,petrol,1.6,0,0,1,0,1,1,Budget,4,766.6666666666666,86250.0,4-6,100-200k
kia,niro hybrid,Kia Niro Hybrid,65000.0,2017,2,141.0,0,hybrid,1.6,0,1,1,0,1,1,Budget,8,460.9929078014184,40625.0,7-10,50-100k
mazda,cx-5,Mazda CX-5,72000.0,2017,2,165.0,0,petrol,2.0,1,1,0,1,0,0,Other,8,436.3636363636364,36000.0,7-10,50-100k
mitsubishi,outlander,Mitsubishi Outlander,28000.0,2011,3,147.0,0,petrol,2.0,1,1,0,0,0,0,Other,14,190.47619047619048,14000.0,11-15,0-50k
volkswagen,crafter,Volkswagen Crafter,27000.0,2022,2,177.0,0,diesel,2.0,1,0,1,0,1,1,Other,3,152.54237288135593,13500.0,0-3,0-50k
renault,clio,Renault Clio 5th generation (2019 onwards),3000.0,2022,1,91.0,0,petrol,1.0,1,1,1,0,0,0,Budget,3,32.967032967032964,3000.0,0-3,0-50k
kia,stonic,Kia Stonic,87000.0,2020,1,120.0,0,petrol,1.0,0,1,1,1,0,0,Budget,5,725.0,87000.0,4-6,50-100k
peugeot,3008,Peugeot 3008,30000.0,2015,2,156.0,0,petrol,1.6,1,1,0,0,0,0,Other,10,192.30769230769232,18750.0,7-10,0-50k
peugeot,3008,Peugeot 3008,131000.0,2022,1,130.0,0,diesel,1.5,0,0,0,1,0,0,Other,3,1007.6923076923077,87333.33333333333,0-3,100-200k
seat,leon,Seat Leon,85000.0,2019,1,150.0,0,petrol,1.5,0,0,1,1,1,1,Budget,6,566.6666666666666,56666.666666666664,4-6,50-100k
kia,sportage,Kia Sportage,86900.0,2021,1,136.0,0,diesel,1.6,0,1,1,0,0,0,Budget,4,638.9705882352941,54312.5,4-6,50-100k
hyundai,sonata hybrid,Hyundai Sonata Hybrid,126000.0,2021,1,192.0,0,hybrid,2.0,0,1,0,0,1,1,Budget,4,656.25,63000.0,4-6,100-200k
kia,stonic,Kia Stonic,77900.0,2021,1,100.0,0,petrol,1.0,0,1,1,1,0,0,Budget,4,779.0,77900.0,4-6,50-100k
toyota,corolla hybrid,Toyota Corolla Hybrid,101900.0,2021,1,98.0,0,petrol,1.8,0,0,0,0,0,0,Budget,4,1039.795918367347,56611.11111111111,4-6,100-200k
toyota,corolla hybrid,Toyota Corolla Hybrid,103000.0,2020,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,Budget,5,1051.0204081632653,57222.22222222222,4-6,100-200k
peugeot,3008,Peugeot 3008,83900.0,2020,1,130.0,0,diesel,1.5,0,1,1,1,0,0,Other,5,645.3846153846154,55933.333333333336,4-6,50-100k
mazda,3,Mazda 3,95000.0,2021,1,165.0,0,petrol,2.0,0,1,1,0,1,1,Other,4,575.7575757575758,47500.0,4-6,50-100k
fiat,500,Fiat 500,98900.0,2021,0,118.0,0,electric,,0,1,0,1,0,0,Budget,4,838.1355932203389,,4-6,50-100k
volkswagen,polo,Volkswagen - Polo,22500.0,2012,1,85.0,0,petrol,1.4,1,0,0,0,0,0,Other,13,264.70588235294116,16071.428571428572,11-15,0-50k
hyundai,matrix,Hyundai Matrix,7620.0,2008,6,103.0,0,petrol,1.6,1,1,0,0,0,0,Budget,17,73.98058252427184,4762.5,15+,0-50k
fiat,ducato,Fiat Ducato long,6000.0,2018,1,180.0,0,diesel,2.3,1,0,0,0,0,0,Budget,7,33.333333333333336,2608.6956521739135,7-10,0-50k
fiat,500,Fiat 500,113725.0,2022,1,118.0,0,electric,,0,1,1,1,0,0,Budget,3,963.771186440678,,0-3,100-200k
opel,zafira,Opal Zafira,31075.0,2016,3,140.0,0,petrol,1.4,1,0,0,0,0,0,Other,9,221.96428571428572,22196.428571428572,7-10,0-50k
