brand,model,car_name,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,brand_group,car_age,price_per_hp,price_per_liter,age_bucket,price_bucket
toyota,chr,Toyota C-HR,107000.0,2018,1,98.0,0,hybrid,1.8,0,1,1,0,0,0,Budget,7,1091.8367346938776,59444.444444444445,7-10,100-200k
citroen,c4 picasso,Citroen C4 Picasso,29900.0,2016,2,165.0,0,petrol,1.6,0,0,1,0,1,1,Other,9,181.21212121212122,18687.5,7-10,0-50k
bmw,3 series,BMW 3 Series,129900.0,2017,1,252.0,0,hybrid,2.0,0,0,1,0,1,1,Luxury,8,515.4761904761905,64950.0,7-10,100-200k
volkswagen,caddy,Volkswagen Caddy,35000.0,2014,2,102.0,0,diesel,1.6,0,0,0,0,0,0,Other,11,343.1372549019608,21875.0,11-15,0-50k
toyota,yaris,Toyota Yaris,103000.0,2021,1,125.0,0,petrol,1.5,0,0,0,0,0,0,Budget,4,824.0,68666.66666666667,4-6,100-200k
mitsubishi,pajero,Mitsubishi Pajero long,94000.0,2011,3,250.0,1,petrol,3.8,0,0,0,0,0,0,Other,14,376.0,24736.84210526316,11-15,50-100k
hyundai,tarakan,Hyundai Tarakan,22500.0,2005,7,165.0,1,diesel,2.9,0,0,0,0,0,0,Budget,20,136.36363636363637,7758.620689655173,15+,0-50k
mazda,3,Mazda 3,4000.0,2006,4,105.0,0,petrol,1.6,0,0,0,0,0,0,Other,19,38.095238095238095,2500.0,15+,0-50k
kia,stonic,Kia Stonic,62500.0,2020,2,120.0,0,petrol,1.0,0,0,0,0,0,0,Budget,5,520.8333333333334,62500.0,4-6,50-100k
hyundai,i30,Hyundai i30,54000.0,2016,3,135.0,0,petrol,1.6,0,0,0,0,0,0,Budget,9,400.0,33750.0,7-10,50-100k
ford,kuga,Ford Kuga,32800.0,2014,4,182.0,1,petrol,1.6,0,0,0,0,0,0,Other,11,180.21978021978023,20500.0,11-15,0-50k
suzuki,splash,Suzuki Splash,18000.0,2015,3,95.0,0,petrol,1.2,0,0,0,0,0,0,Budget,10,189.47368421052633,15000.0,7-10,0-50k
subaru,forester,Subaru Forester,35000.0,2012,4,150.0,1,petrol,2.0,0,0,0,0,0,0,Other,13,233.33333333333334,17500.0,11-15,0-50k
hyundai,i10,Hyundai i10,31500.0,2015,2,66.0,0,petrol,1.0,0,0,0,0,0,0,Budget,10,477.27272727272725,31500.0,7-10,0-50k
peugeot,3008,Peugeot 3008,111000.0,2020,2,130.0,0,petrol,1.2,0,0,0,0,0,0,Other,5,853.8461538461538,92500.0,4-6,100-200k
mitsubishi,outlander,Mitsubishi Outlander,105000.0,2017,1,150.0,0,petrol,2.0,0,0,0,0,0,0,Other,8,700.0,52500.0,7-10,100-200k
subaru,crosstrek,Subaru XV,68000.0,2016,3,150.0,1,petrol,2.0,0,0,0,0,0,0,Other,9,453.3333333333333,34000.0,7-10,50-100k
hyundai,i10,Hyundai i10,28000.0,2015,2,66.0,0,petrol,1.0,0,0,0,0,0,0,Budget,10,424.24242424242425,28000.0,7-10,0-50k
ford,mustang,Ford Mustang,229900.0,2021,2,460.0,0,petrol,5.0,0,0,1,0,1,1,Other,4,499.7826086956522,45980.0,4-6,200-400k
audi,q5,Audi Q5,29000.0,2010,6,211.0,1,petrol,2.0,1,1,0,0,0,0,Luxury,15,137.44075829383885,14500.0,11-15,0-50k
ford,mustang,Ford Mustang,174900.0,2018,1,310.0,0,petrol,2.3,0,1,1,0,0,0,Other,7,564.1935483870968,76043.47826086957,7-10,100-200k
mitsubishi,lancer sportback,Mitsubishi Lancer Sportback,35000.0,2015,4,140.0,0,petrol,1.8,1,1,0,0,0,0,Other,10,250.0,19444.444444444445,7-10,0-50k
suzuki,grand vitara,Suzuki Grand Vitra,42000.0,2010,3,168.0,1,petrol,2.4,1,0,0,0,0,0,Budget,15,250.0,17500.0,11-15,0-50k
renault,clio,Renault Clio Estate,25000.0,2015,2,120.0,0,petrol,1.2,0,0,1,0,0,0,Budget,10,208.33333333333334,20833.333333333336,7-10,0-50k
nissan,sentra,Nissan Sentra,79000.0,2021,1,149.0,0,petrol,2.0,0,0,1,0,1,1,Budget,4,530.2013422818792,39500.0,4-6,50-100k
mazda,cx-5,Mazda CX-5,49000.0,2013,4,155.0,0,petrol,2.0,0,1,0,1,0,0,Other,12,316.1290322580645,24500.0,11-15,0-50k
mercedes-benz,glc,Mercedes GLC,229900.0,2020,3,197.0,0,petrol,2.0,0,1,0,0,1,1,Luxury,5,1167.0050761421319,114950.0,4-6,200-400k
subaru,forester,Subaru Forester,5000.0,2010,3,150.0,1,petrol,2.0,0,0,0,0,0,0,Other,15,33.333333333333336,2500.0,11-15,0-50k
citroen,c5 aircross,Citroen C5 Aircross,81650.0,2019,1,,0,petrol,1.6,0,0,0,0,0,0,Other,6,,51031.25,4-6,50-100k
honda,prelude,Honda Prelude,5000.0,1997,2,185.0,0,petrol,2.2,0,0,0,0,0,0,Budget,28,27.027027027027028,2272.7272727272725,15+,0-50k
mitsubishi,pajero,Mitsubishi Pajero long,72000.0,2007,6,160.0,1,diesel,3.2,0,0,0,0,0,0,Other,18,450.0,22500.0,15+,50-100k
mitsubishi,eclipse cross,Mitsubishi Eclipse Cross,90000.0,2019,2,163.0,0,petrol,1.5,0,0,0,0,0,0,Other,6,552.1472392638037,60000.0,4-6,50-100k
renault,trafic,Renault Trafic is long,122000.0,2020,2,170.0,0,diesel,2.0,0,0,0,0,0,0,Budget,5,717.6470588235294,61000.0,4-6,100-200k
seat,ibiza,seat Ibiza,24000.0,2011,3,105.0,0,petrol,1.2,0,0,0,0,0,0,Budget,14,228.57142857142858,20000.0,11-15,0-50k
mazda,3,Mazda 3,17000.0,2010,1,105.0,0,petrol,1.6,0,0,0,0,0,0,Other,15,161.9047619047619,10625.0,11-15,0-50k
skoda,kodiaq,Skoda Kodiaq,140000.0,2020,1,190.0,1,petrol,2.0,0,0,0,0,0,0,Budget,5,736.8421052631579,70000.0,4-6,100-200k
toyota,chr,Toyota C-HR,91000.0,2017,2,98.0,0,hybrid,1.8,0,0,0,0,0,0,Budget,8,928.5714285714286,50555.555555555555,7-10,50-100k
skoda,kodiaq,Skoda Kodiaq,115000.0,2018,1,150.0,0,petrol,1.4,0,0,0,0,0,0,Budget,7,766.6666666666666,82142.85714285714,7-10,100-200k
seat,ibiza,seat Ibiza,60000.0,2017,2,115.0,0,petrol,1.0,0,0,0,0,0,0,Budget,8,521.7391304347826,60000.0,7-10,50-100k
volkswagen,scirocco,Volkswagen Shiroko,65000.0,2013,6,210.0,0,petrol,2.0,0,0,0,0,0,0,Other,12,309.5238095238095,32500.0,11-15,50-100k
kia,carens,Kia Carens,1100.0,2018,2,141.0,0,diesel,1.7,0,0,0,0,0,0,Budget,7,7.801418439716312,647.0588235294118,7-10,0-50k
seat,ibiza,seat Ibiza,85500.0,2019,2,115.0,0,petrol,1.0,0,0,0,0,0,0,Budget,6,743.4782608695652,85500.0,4-6,50-100k
opel,mocha,Opal Mocha,40000.0,2016,3,140.0,0,petrol,1.4,0,0,0,0,0,0,Other,9,285.7142857142857,28571.428571428572,7-10,0-50k
subaru,forester,Subaru Forester,160000.0,2022,1,182.0,1,petrol,2.5,0,0,0,0,0,0,Other,3,879.1208791208791,64000.0,0-3,100-200k
bmw,x5,BMW X5,174900.0,2016,3,313.0,1,hybrid,2.0,0,1,0,0,0,0,Luxury,9,558.7859424920127,87450.0,7-10,100-200k
toyota,hilux vigo 4x4,Toyota Hilux Vigo 4X4,77900.0,2011,3,144.0,1,diesel,2.5,0,1,0,0,0,0,Budget,14,540.9722222222222,31160.0,11-15,50-100k
opel,astra,Opel Astra,16000.0,2015,2,140.0,0,petrol,1.4,1,0,0,0,0,0,Other,10,114.28571428571429,11428.57142857143,7-10,0-50k
renault,clio 4th generation 20132019,Renault Clio 4th generation (2013-2019),32000.0,2017,3,118.0,0,petrol,1.2,0,0,1,0,0,0,Budget,8,271.1864406779661,26666.666666666668,7-10,0-50k
mazda,3,Mazda 3,37000.0,2014,3,120.0,0,petrol,1.5,1,0,0,0,0,0,Other,11,308.3333333333333,24666.666666666668,11-15,0-50k
mitsubishi,l200 hunter 4x4,Mitsubishi L200 Hunter 4X4,57000.0,2011,10,178.0,1,diesel,2.5,0,1,0,0,0,0,Other,14,320.2247191011236,22800.0,11-15,50-100k
ssangyong,rexton,Ssangyong Rexton,179000.0,2022,2,202.0,0,diesel,2.2,0,0,1,0,1,1,Other,3,886.1386138613861,81363.63636363635,0-3,100-200k
subaru,forester,Subaru Forester,142000.0,2019,1,182.0,1,petrol,2.5,0,1,0,0,1,1,Other,6,780.2197802197802,56800.0,4-6,100-200k
honda,accord,Honda Accord,32200.0,2008,1,155.0,0,petrol,2.0,0,0,0,0,0,0,Budget,17,207.74193548387098,16100.0,15+,0-50k
renault,master,Renault Master long,38000.0,2016,2,150.0,0,diesel,3.5,0,0,0,0,0,0,Budget,9,253.33333333333334,10857.142857142857,7-10,0-50k
toyota,corolla,Toyota Corolla Hybrid,89000.0,2019,2,98.0,0,petrol,1.8,0,0,0,0,0,0,Budget,6,908.1632653061224,49444.444444444445,4-6,50-100k
toyota,camry,Toyota Camry,50000.0,2015,3,200.0,0,hybrid,2.5,0,0,0,0,0,0,Budget,10,250.0,20000.0,7-10,0-50k
hyundai,i10,Hyundai i10,38000.0,2018,2,87.0,0,petrol,1.2,0,0,0,0,0,0,Budget,7,436.7816091954023,31666.666666666668,7-10,0-50k
hyundai,i10,Hyundai i10,79900.0,2023,1,84.0,0,petrol,1.2,0,0,0,0,0,0,Budget,2,951.1904761904761,66583.33333333334,0-3,50-100k
nissan,qashqai,Nissan Qashqai,53000.0,2016,4,130.0,0,diesel,1.6,0,0,0,0,0,0,Budget,9,407.6923076923077,33125.0,7-10,50-100k
renault,megane,Renault Megane Grand Coupe,59000.0,2019,3,140.0,0,petrol,1.3,0,0,0,0,0,0,Budget,6,421.42857142857144,45384.61538461538,4-6,50-100k
suzuki,swift,Suzuki Swift,17375.0,2009,2,101.0,0,petrol,1.5,0,0,0,0,0,0,Budget,16,172.02970297029702,11583.333333333334,15+,0-50k
opel,astra,Opel Astra,13000.0,2013,3,140.0,0,petrol,1.4,0,0,0,0,0,0,Other,12,92.85714285714286,9285.714285714286,11-15,0-50k
mitsubishi,outlander,Mitsubishi Outlander,6000.0,2013,3,147.0,0,petrol,2.0,0,0,0,0,0,0,Other,12,40.816326530612244,3000.0,11-15,0-50k
kia,sportage,Kia Sportage,50000.0,2015,1,133.0,0,petrol,1.6,0,0,0,0,0,0,Budget,10,375.9398496240602,31250.0,7-10,0-50k
mitsubishi,outlander,Mitsubishi Outlander,15900.0,2018,1,150.0,0,petrol,2.0,0,0,0,0,0,0,Other,7,106.0,7950.0,7-10,0-50k
toyota,corolla,Toyota Corolla,2501.0,2009,4,124.0,0,petrol,1.6,0,0,0,0,0,0,Budget,16,20.169354838709676,1563.125,15+,0-50k
toyota,rav4,Toyota RAV4 is long,39000.0,2008,1,152.0,1,petrol,2.0,0,0,0,0,0,0,Budget,17,256.57894736842104,19500.0,15+,0-50k
hyundai,i30,Hyundai i30,36900.0,2016,2,135.0,0,petrol,1.6,0,1,1,0,0,0,Budget,9,273.3333333333333,23062.5,7-10,0-50k
nissan,micra,Nissan Micra,26900.0,2016,2,80.0,0,petrol,1.2,0,0,0,0,0,0,Budget,9,336.25,22416.666666666668,7-10,0-50k
bmw,3 series,BMW 3 Series,10000.0,2017,3,252.0,0,hybrid,2.0,0,0,1,0,1,1,Luxury,8,39.682539682539684,5000.0,7-10,0-50k
mazda,2,Mazda 2,10000.0,2016,2,112.0,0,petrol,1.5,0,1,0,0,0,0,Other,9,89.28571428571429,6666.666666666667,7-10,0-50k
suzuki,sx4,Suzuki SX4,10000.0,2008,3,107.0,0,petrol,1.6,0,1,0,0,0,0,Budget,17,93.45794392523365,6250.0,15+,0-50k
infiniti,q50,Infiniti Q50,114900.0,2019,1,211.0,0,petrol,2.0,0,0,1,0,1,1,Other,6,544.5497630331754,57450.0,4-6,100-200k
skoda,superb,Skoda Superb (until 2019),3000.0,2019,2,150.0,0,petrol,1.5,0,0,1,0,1,1,Budget,6,20.0,2000.0,4-6,0-50k
hyundai,buys,Hyundai buys,112000.0,2021,1,136.0,0,electric,,0,0,0,0,0,0,Budget,4,823.5294117647059,,4-6,100-200k
land rover,range,Land Rover Range Rover,50000.0,2004,4,285.0,1,petrol,4.4,0,0,0,0,0,0,Luxury,21,175.43859649122808,11363.636363636362,15+,0-50k
dacia,lodge,Dacia Lodge,40000.0,2018,2,109.0,0,diesel,1.5,0,0,0,0,0,0,Budget,7,366.9724770642202,26666.666666666668,7-10,0-50k
nissan,qashqai,Nissan Qashqai,47000.0,2014,3,115.0,0,petrol,1.2,0,0,0,0,0,0,Budget,11,408.69565217391306,39166.66666666667,11-15,0-50k
mazda,3,Mazda 3,9500.0,2005,2,150.0,0,petrol,2.0,0,0,0,0,0,0,Other,20,63.333333333333336,4750.0,15+,0-50k
renault,trafic,Renault Trafic is long,14000.0,2013,4,115.0,0,diesel,2.0,0,0,0,0,0,0,Budget,12,121.73913043478261,7000.0,11-15,0-50k
mazda,cx-5,Mazda CX-5,130400.0,2020,1,165.0,0,petrol,2.0,0,0,0,0,0,0,Other,5,790.3030303030303,65200.0,4-6,100-200k
kia,picanto,Kia Picanto,26500.0,2015,2,85.0,0,petrol,1.2,0,0,0,0,0,0,Budget,10,311.7647058823529,22083.333333333336,7-10,0-50k
jeep,grand cherokee,Jeep / Jeep Grand Cherokee,10000.0,2015,2,282.0,1,petrol,3.6,0,0,0,0,0,0,Other,10,35.46099290780142,2777.777777777778,7-10,0-50k
mitsubishi,asx,Mitsubishi ASX,80000.0,2019,2,150.0,0,petrol,2.0,0,0,0,0,0,0,Other,6,533.3333333333334,40000.0,4-6,50-100k
nissan,micra,Nissan Micra,19000.0,2017,4,80.0,0,petrol,1.2,0,0,0,0,0,0,Budget,8,237.5,15833.333333333334,7-10,0-50k
hyundai,i20,Hyundai i20 Cross,57600.0,2018,1,100.0,0,petrol,1.4,0,0,0,0,0,0,Budget,7,576.0,41142.857142857145,7-10,50-100k
ford,focus,Ford Focus,29400.0,2016,2,150.0,0,petrol,1.5,0,0,0,0,0,0,Other,9,196.0,19600.0,7-10,0-50k
buick,la crosse,Buick La Crosse,25000.0,2012,2,182.0,0,petrol,2.4,0,0,0,0,0,0,Other,13,137.36263736263737,10416.666666666668,11-15,0-50k
volkswagen,crafter,Volkswagen Crafter,190000.0,2022,1,177.0,0,diesel,2.0,0,0,0,0,0,0,Other,3,1073.446327683616,95000.0,0-3,100-200k
toyota,corolla,Toyota Corolla Hybrid,6000.0,2019,1,98.0,0,petrol,1.8,0,0,0,0,0,0,Budget,6,61.224489795918366,3333.333333333333,4-6,0-50k
mercedes-benz,e,Mercedes E-Class,7000.0,2017,2,211.0,0,hybrid,2.0,0,0,0,0,0,0,Luxury,8,33.175355450236964,3500.0,7-10,0-50k
hyundai,h1,Hyundai H1,6000.0,2020,2,170.0,0,diesel,2.5,0,1,1,0,0,0,Budget,5,35.294117647058826,2400.0,4-6,0-50k
kia,niro,Kia Niro EV,182000.0,2023,0,,0,electric,,0,0,1,0,1,1,Budget,2,,,0-3,100-200k
renault,megane,Renault Megane Grand Coupe,58000.0,2019,2,116.0,0,diesel,1.5,0,0,1,0,1,1,Budget,6,500.0,38666.666666666664,4-6,50-100k
suzuki,swift,Suzuki Swift,41900.0,2014,1,94.0,0,petrol,1.2,1,0,1,0,0,0,Budget,11,445.74468085106383,34916.66666666667,11-15,0-50k
skoda,octavia,Skoda Octavia,178000.0,2024,0,150.0,0,petrol,1.5,0,0,1,0,1,1,Budget,1,1186.6666666666667,118666.66666666667,0-3,100-200k
peugeot,3008,Peugeot 3008,100000.0,2020,2,130.0,0,diesel,1.5,0,1,1,0,0,0,Other,5,769.2307692307693,66666.66666666667,4-6,50-100k
alfa romeo,romeo,Alfa Romeo Giulietta,10000.0,2019,2,170.0,0,petrol,1.4,0,1,1,0,0,0,Other,6,58.8235294117647,7142.857142857143,4-6,0-50k
hyundai,i20,Hyundai i20 Cross,47500.0,2017,2,100.0,0,petrol,1.4,1,0,1,0,0,0,Budget,8,475.0,33928.57142857143,7-10,0-50k
mazda,5,Mazda 5,17997.0,2007,1,145.0,0,petrol,2.0,0,1,0,0,0,0,Other,18,124.11724137931034,8998.5,15+,0-50k
toyota,bz4x,Toyota BZ4X,229900.0,2024,0,204.0,0,electric,,0,0,1,0,1,1,Budget,1,1126.9607843137255,,0-3,200-400k
mazda,cx-5,Mazda CX-5,57000.0,2014,3,155.0,0,petrol,2.0,0,1,0,1,0,0,Other,11,367.741935483871,28500.0,11-15,50-100k
hyundai,i10,Hyundai i10,61000.0,2020,1,84.0,0,petrol,1.2,0,0,0,0,0,0,Budget,5,726.1904761904761,50833.333333333336,4-6,50-100k
mercedes-benz,s-class,Mercedes S-Class,135000.0,2013,4,306.0,0,petrol,3.5,0,0,0,0,0,0,Luxury,12,441.1764705882353,38571.42857142857,11-15,100-200k
kia,ceed,Kia CEED / CEED,37800.0,2018,2,135.0,0,petrol,1.6,0,0,0,0,0,0,Budget,7,280.0,23625.0,7-10,0-50k
hyundai,i20,Hyundai i20,55000.0,2016,2,100.0,0,petrol,1.4,0,0,0,0,0,0,Budget,9,550.0,39285.71428571429,7-10,50-100k
hyundai,i25,Hyundai i25,39999.0,2017,2,100.0,0,petrol,1.4,0,0,0,0,0,0,Budget,8,399.99,28570.714285714286,7-10,0-50k
renault,logan mcv,Renault Logan MCV,3800.0,2010,3,110.0,0,petrol,1.6,0,0,0,0,0,0,Budget,15,34.54545454545455,2375.0,11-15,0-50k
toyota,camry,Toyota Camry,125625.0,2020,1,178.0,0,hybrid,2.5,0,0,0,0,0,0,Budget,5,705.7584269662922,50250.0,4-6,100-200k
mercedes-benz,e,Mercedes E-Class Coupe / Cabriolet,100000.0,2013,3,306.0,0,petrol,3.5,0,0,0,0,0,0,Luxury,12,326.797385620915,28571.428571428572,11-15,50-100k
mitsubishi,pajero,Mitsubishi Pajero long,84400.0,2008,3,250.0,1,petrol,3.8,0,0,0,0,0,0,Other,17,337.6,22210.526315789473,15+,50-100k
hyundai,i30,Hyundai i30CW,9500.0,2009,3,126.0,0,petrol,1.6,0,0,0,0,0,0,Budget,16,75.39682539682539,5937.5,15+,0-50k
toyota,corolla,Toyota Corolla,14000.0,2004,2,110.0,0,petrol,1.6,0,0,0,0,0,0,Budget,21,127.27272727272727,8750.0,15+,0-50k
volvo,s60,Volvo S60,47000.0,2014,4,245.0,0,petrol,2.0,0,0,0,0,0,0,Other,11,191.83673469387756,23500.0,11-15,0-50k
volkswagen,tiguan,Volkswagen Tiguan,92000.0,2018,2,150.0,0,petrol,1.4,0,0,0,0,0,0,Other,7,613.3333333333334,65714.28571428572,7-10,50-100k
volvo,xc90,Volvo XC90,26000.0,2005,3,163.0,1,diesel,2.4,0,0,0,0,0,0,Other,20,159.50920245398774,10833.333333333334,15+,0-50k
toyota,rav4,Toyota RAV4 is long,40000.0,2008,4,152.0,1,petrol,2.0,0,0,0,0,0,0,Budget,17,263.1578947368421,20000.0,15+,0-50k
porsche,macan,Porsche Macan,169900.0,2016,3,340.0,1,petrol,3.0,1,1,0,0,0,0,Luxury,9,499.70588235294116,56633.333333333336,7-10,100-200k
kia,stonic,Kia Stonic,73000.0,2020,1,120.0,0,petrol,1.0,0,0,1,0,0,0,Budget,5,608.3333333333334,73000.0,4-6,50-100k
bmw,x5,BMW X5,4000.0,2015,3,218.0,0,diesel,2.0,0,1,0,1,0,0,Luxury,10,18.34862385321101,2000.0,7-10,0-50k
hyundai,elantra 2016 onwards,Hyundai Elantra (2016 onwards),43000.0,2016,2,127.0,0,petrol,1.6,0,0,1,0,0,0,Budget,9,338.5826771653543,26875.0,7-10,0-50k
mercedes-benz,gl,Mercedes GLC-Class Coupe,218000.0,2017,3,211.0,1,petrol,2.0,0,0,1,0,1,1,Luxury,8,1033.175355450237,109000.0,7-10,200-400k
volkswagen,crafter,Volkswagen Crafter,30000.0,2022,1,177.0,0,diesel,2.0,0,0,1,0,1,1,Other,3,169.4915254237288,15000.0,0-3,0-50k
mazda,cx-30,Mazda CX-30,96000.0,2020,2,165.0,0,petrol,2.0,0,0,1,0,1,1,Other,5,581.8181818181819,48000.0,4-6,50-100k
mercedes-benz,cla,Mercedes CLA,159000.0,2020,3,136.0,0,petrol,1.3,0,1,1,0,0,0,Luxury,5,1169.1176470588234,122307.6923076923,4-6,100-200k
peugeot,3008,Peugeot 3008,95000.0,2018,1,165.0,0,petrol,1.6,0,1,1,0,0,0,Other,7,575.7575757575758,59375.0,7-10,50-100k
skoda,kodiaq,Skoda Kodiaq,10000.0,2018,1,150.0,0,diesel,2.0,1,0,0,0,0,0,Budget,7,66.66666666666667,5000.0,7-10,0-50k
kia,niro hybrid,Kia Niro Hybrid,73900.0,2019,1,141.0,0,hybrid,1.6,0,1,1,0,0,0,Budget,6,524.113475177305,46187.5,4-6,50-100k
citroen,c4,Citroen C4 Speedorer,6500.0,2020,1,130.0,0,diesel,1.5,0,1,1,0,0,0,Other,5,50.0,4333.333333333333,4-6,0-50k
toyota,corolla,Toyota Corolla Hybrid,98900.0,2020,1,98.0,0,petrol,1.8,0,0,1,0,1,1,Budget,5,1009.1836734693877,54944.444444444445,4-6,50-100k
kia,sportage,Kia Sportage,197000.0,2024,1,180.0,0,petrol,1.6,0,0,1,0,0,0,Budget,1,1094.4444444444443,123125.0,0-3,100-200k
toyota,corolla,Toyota Corolla Hybrid,129600.0,2021,2,98.0,0,hybrid,1.8,0,1,1,0,0,0,Budget,4,1322.4489795918366,72000.0,4-6,100-200k
kia,niro hybrid,Kia Niro Hybrid,85000.0,2017,1,141.0,0,hybrid,1.6,0,1,0,0,1,1,Budget,8,602.8368794326241,53125.0,7-10,50-100k
renault,clio 4th generation 20132019,Renault Clio 4th generation (2013-2019),32450.0,2018,2,118.0,0,petrol,1.2,1,1,1,0,0,0,Budget,7,275.0,27041.666666666668,7-10,0-50k
hyundai,i10,Hyundai i10,33600.0,2017,2,66.0,0,petrol,1.0,1,1,1,0,0,0,Budget,8,509.09090909090907,33600.0,7-10,0-50k
mazda,3,Mazda 3,95000.0,2021,1,165.0,0,petrol,2.0,0,1,0,0,1,1,Other,4,575.7575757575758,47500.0,4-6,50-100k
renault,clio 4th generation 20132019,Renault Clio 4th generation (2013-2019),35000.0,2017,1,118.0,0,petrol,1.2,1,1,1,0,0,0,Budget,8,296.6101694915254,29166.666666666668,7-10,0-50k
hyundai,i10,Hyundai i10,59000.0,2020,2,84.0,0,petrol,1.2,1,1,1,0,0,0,Budget,5,702.3809523809524,49166.66666666667,4-6,50-100k
skoda,kodiaq,Skoda Kodiaq,130000.0,2019,1,150.0,0,petrol,1.5,0,1,0,0,1,1,Budget,6,866.6666666666666,86666.66666666667,4-6,100-200k
suzuki,sx4,Suzuki SX4 crossover,100000.0,2022,1,129.0,0,hybrid,1.4,0,1,0,0,1,1,Budget,3,775.1937984496124,71428.57142857143,0-3,50-100k
toyota,corolla,Toyota Corolla Hybrid,94000.0,2021,1,98.0,0,petrol,1.8,1,0,1,1,0,0,Budget,4,959.1836734693877,52222.22222222222,4-6,50-100k
hyundai,elantra hybrid 2021 onwards,Hyundai Elantra Hybrid (2021 onwards),126000.0,2022,1,139.0,0,petrol,1.6,0,1,1,0,0,0,Budget,3,906.4748201438849,78750.0,0-3,100-200k
chevrolet,traverse,Chevrolet Traverse,6000.0,2018,2,310.0,0,electric,3.6,0,1,1,0,0,0,Budget,7,19.35483870967742,1666.6666666666665,7-10,0-50k
toyota,corolla,Toyota Corolla,57900.0,2016,2,132.0,0,petrol,1.6,1,0,0,1,0,0,Budget,9,438.6363636363636,36187.5,7-10,50-100k
mazda,3,Mazda 3,18900.0,2010,1,105.0,0,petrol,1.6,1,0,0,0,0,0,Other,15,180.0,11812.5,11-15,0-50k
seat,leon,Seat Leon,106000.0,2017,3,290.0,0,petrol,2.0,1,1,0,1,0,0,Budget,8,365.51724137931035,53000.0,7-10,100-200k
renault,grand scenic,Renault Grand Scenic,62900.0,2020,1,140.0,0,petrol,1.3,0,1,1,0,0,0,Budget,5,449.2857142857143,48384.61538461538,4-6,50-100k
toyota,corolla,Toyota Corolla Hybrid,126300.0,2021,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,Budget,4,1288.7755102040817,70166.66666666667,4-6,100-200k
peugeot,2008,Peugeot 2008,105000.0,2021,1,136.0,0,electric,,0,1,0,0,1,1,Other,4,772.0588235294117,,4-6,100-200k
skoda,octavia,Skoda Octavia,93900.0,2021,1,110.0,0,petrol,1.0,0,0,0,0,0,0,Budget,4,853.6363636363636,93900.0,4-6,50-100k
citroen,c4,Citroen C4 Speedorer,76000.0,2020,1,130.0,0,petrol,1.2,0,1,0,0,1,1,Other,5,584.6153846153846,63333.333333333336,4-6,50-100k
skoda,octavia,Skoda Octavia,124900.0,2021,1,150.0,0,petrol,1.5,0,0,0,0,0,0,Budget,4,832.6666666666666,83266.66666666667,4-6,100-200k
citroen,c4,Citroen C4 Speedorer,78000.0,2020,1,130.0,0,petrol,1.2,0,1,0,0,1,1,Other,5,600.0,65000.0,4-6,50-100k
opel,combo,Opel Combo,161900.0,2024,1,131.0,0,diesel,1.5,1,0,1,1,0,0,Other,1,1235.8778625954199,107933.33333333333,0-3,100-200k
ford,puma,Ford Puma,129103.0,2023,1,125.0,0,petrol,1.0,0,1,0,0,1,1,Other,2,1032.824,129103.0,0-3,100-200k
bmw,x3,BMW X3,5000.0,2013,3,184.0,1,petrol,2.0,1,1,0,0,0,0,Luxury,12,27.17391304347826,2500.0,11-15,0-50k
skoda,octavia,Skoda Octavia,121900.0,2021,1,150.0,0,petrol,1.5,0,0,0,0,0,0,Budget,4,812.6666666666666,81266.66666666667,4-6,100-200k
mazda,cx-5,Mazda CX-5,125000.0,2021,3,165.0,0,petrol,2.0,0,1,1,1,0,0,Other,4,757.5757575757576,62500.0,4-6,100-200k
skoda,octavia,Skoda Octavia,3000.0,2021,1,110.0,0,petrol,1.0,0,0,0,0,0,0,Budget,4,27.272727272727273,3000.0,4-6,0-50k
ford,edge,Ford Edge / EDGE,79000.0,2016,1,245.0,0,petrol,2.0,1,1,0,0,0,0,Other,9,322.44897959183675,39500.0,7-10,50-100k
suzuki,vitara,Suzuki Vitra,60500.0,2016,2,120.0,0,petrol,1.6,0,1,1,1,0,0,Budget,9,504.1666666666667,37812.5,7-10,50-100k
hyundai,i10,Hyundai i10,8500.0,2010,2,69.0,0,petrol,1.1,1,0,0,1,0,0,Budget,15,123.18840579710145,7727.272727272727,11-15,0-50k
kia,sportage,Kia Sportage,117300.0,2020,1,177.0,0,petrol,1.6,0,0,0,0,0,0,Budget,5,662.7118644067797,73312.5,4-6,100-200k
mitsubishi,asx,Mitsubishi ASX,102900.0,2023,1,150.0,0,petrol,2.0,0,0,0,0,0,0,Other,2,686.0,51450.0,0-3,100-200k
isuzu,unknown,Isuzu iPhone 2X4,16000.0,2003,2,109.0,0,diesel,3.1,1,0,0,0,0,0,Other,22,146.78899082568807,5161.290322580645,15+,0-50k
skoda,octavia,Skoda Octavia,58000.0,2018,4,150.0,0,petrol,1.4,1,0,0,0,0,0,Budget,7,386.6666666666667,41428.571428571435,7-10,50-100k
volvo,ex30,Volvo EX30,219000.0,2024,1,428.0,1,electric,,1,0,1,1,0,0,Other,1,511.68224299065423,,0-3,200-400k
skoda,superb,Skoda Superb (until 2019),77000.0,2018,2,180.0,0,petrol,1.8,0,1,1,1,0,0,Budget,7,427.77777777777777,42777.777777777774,7-10,50-100k
